Size,Method,Threads,Time_Sec
2048,Tiled,132,0.011585
2048,RowMajor,133,0.006632
2048,ColMajor,133,0.204188
2048,NumpyStrided,133,0.009589
2048,Morton,133,0.033410
2048,Tiled,133,0.018290
2048,RowMajor,134,0.007062
2048,ColMajor,134,0.204224
2048,NumpyStrided,134,0.008116
2048,Morton,134,0.032049
2048,Tiled,134,0.009790
2048,RowMajor,135,0.006770
2048,ColMajor,135,0.215106
2048,NumpyStrided,135,0.009027
2048,Morton,135,0.039895
2048,Tiled,135,0.011645
2048,RowMajor,136,0.006455
2048,ColMajor,136,0.206444
2048,NumpyStrided,136,0.008861
2048,Morton,136,0.029808
2048,Tiled,136,0.008769
2048,RowMajor,137,0.006052
2048,ColMajor,137,0.204033
2048,NumpyStrided,137,0.008830
2048,Morton,137,0.034866
2048,Tiled,137,0.009151
2048,RowMajor,138,0.006593
2048,ColMajor,138,0.209616
2048,NumpyStrided,138,0.009089
2048,Morton,138,0.032014
2048,Tiled,138,0.009085
2048,RowMajor,139,0.006436
2048,ColMajor,139,0.204525
2048,NumpyStrided,139,0.007973
2048,Morton,139,0.036082
2048,Tiled,139,0.011222
2048,RowMajor,140,0.006474
2048,ColMajor,140,0.209712
2048,NumpyStrided,140,0.008160
2048,Morton,140,0.038879
2048,Tiled,140,0.009636
2048,RowMajor,141,0.006127
2048,ColMajor,141,0.212047
2048,NumpyStrided,141,0.007545
2048,Morton,141,0.030338
2048,Tiled,141,0.010734
2048,RowMajor,142,0.006132
2048,ColMajor,142,0.202996
2048,NumpyStrided,142,0.007447
2048,Morton,142,0.030685
2048,Tiled,142,0.011194
2048,RowMajor,143,0.009147
2048,ColMajor,143,0.198084
2048,NumpyStrided,143,0.008955
2048,Morton,143,0.030926
2048,Tiled,143,0.011005
2048,RowMajor,144,0.006674
2048,ColMajor,144,0.205923
2048,NumpyStrided,144,0.008226
2048,Morton,144,0.032301
2048,Tiled,144,0.009626
2048,RowMajor,145,0.008237
2048,ColMajor,145,0.203408
2048,NumpyStrided,145,0.008071
2048,Morton,145,0.038993
2048,Tiled,145,0.010112
2048,RowMajor,146,0.006402
2048,ColMajor,146,0.197158
2048,NumpyStrided,146,0.007798
2048,Morton,146,0.030661
2048,Tiled,146,0.017871
2048,RowMajor,147,0.007396
2048,ColMajor,147,0.203024
2048,NumpyStrided,147,0.010425
2048,Morton,147,0.031848
2048,Tiled,147,0.010553
2048,RowMajor,148,0.007052
2048,ColMajor,148,0.206872
2048,NumpyStrided,148,0.008172
2048,Morton,148,0.033204
2048,Tiled,148,0.008289
2048,RowMajor,149,0.006415
2048,ColMajor,149,0.204374
2048,NumpyStrided,149,0.010945
2048,Morton,149,0.037666
2048,Tiled,149,0.011279
2048,RowMajor,150,0.007015
2048,ColMajor,150,0.204494
2048,NumpyStrided,150,0.008328
2048,Morton,150,0.036564
2048,Tiled,150,0.011153
2048,RowMajor,151,0.006148
2048,ColMajor,151,0.214650
2048,NumpyStrided,151,0.007737
2048,Morton,151,0.037889
2048,Tiled,151,0.013057
2048,RowMajor,152,0.006859
2048,ColMajor,152,0.212795
2048,NumpyStrided,152,0.007980
2048,Morton,152,0.033227
2048,Tiled,152,0.009684
2048,RowMajor,153,0.007150
2048,ColMajor,153,0.198355
2048,NumpyStrided,153,0.011655
2048,Morton,153,0.037437
2048,Tiled,153,0.014590
2048,RowMajor,154,0.006945
2048,ColMajor,154,0.204541
2048,NumpyStrided,154,0.010376
2048,Morton,154,0.033397
2048,Tiled,154,0.011054
2048,RowMajor,155,0.007600
2048,ColMajor,155,0.195453
2048,NumpyStrided,155,0.008084
2048,Morton,155,0.034805
2048,Tiled,155,0.010751
2048,RowMajor,156,0.006446
2048,ColMajor,156,0.193463
2048,NumpyStrided,156,0.008122
2048,Morton,156,0.040584
2048,Tiled,156,0.011059
2048,RowMajor,157,0.007358
2048,ColMajor,157,0.194563
2048,NumpyStrided,157,0.009131
2048,Morton,157,0.037223
2048,Tiled,157,0.011198
2048,RowMajor,158,0.006967
2048,ColMajor,158,0.196606
2048,NumpyStrided,158,0.008054
2048,Morton,158,0.034929
2048,Tiled,158,0.011790
2048,RowMajor,159,0.006779
2048,ColMajor,159,0.193339
2048,NumpyStrided,159,0.008294
2048,Morton,159,0.042965
2048,Tiled,159,0.013085
2048,RowMajor,160,0.006201
2048,ColMajor,160,0.205930
2048,NumpyStrided,160,0.007699
2048,Morton,160,0.038318
2048,Tiled,160,0.013201
2048,RowMajor,161,0.006286
2048,ColMajor,161,0.195393
2048,NumpyStrided,161,0.008324
2048,Morton,161,0.038326
2048,Tiled,161,0.011063
2048,RowMajor,162,0.006659
2048,ColMajor,162,0.205802
2048,NumpyStrided,162,0.007908
2048,Morton,162,0.034644
2048,Tiled,162,0.010091
2048,RowMajor,163,0.008646
2048,ColMajor,163,0.200280
2048,NumpyStrided,163,0.007662
2048,Morton,163,0.030806
2048,Tiled,163,0.008829
2048,RowMajor,164,0.007769
2048,ColMajor,164,0.210172
2048,NumpyStrided,164,0.007699
2048,Morton,164,0.035421
2048,Tiled,164,0.010319
2048,RowMajor,165,0.007186
2048,ColMajor,165,0.203045
2048,NumpyStrided,165,0.008361
2048,Morton,165,0.033989
2048,Tiled,165,0.010181
2048,RowMajor,166,0.007032
2048,ColMajor,166,0.204081
2048,NumpyStrided,166,0.007909
2048,Morton,166,0.032167
2048,Tiled,166,0.008682
2048,RowMajor,167,0.007317
2048,ColMajor,167,0.204104
2048,NumpyStrided,167,0.007847
2048,Morton,167,0.033961
2048,Tiled,167,0.009502
2048,RowMajor,168,0.006843
2048,ColMajor,168,0.202561
2048,NumpyStrided,168,0.008543
2048,Morton,168,0.031084
2048,Tiled,168,0.013995
2048,RowMajor,169,0.007393
2048,ColMajor,169,0.211019
2048,NumpyStrided,169,0.007672
2048,Morton,169,0.033419
2048,Tiled,169,0.016490
2048,RowMajor,170,0.007079
2048,ColMajor,170,0.202113
2048,NumpyStrided,170,0.008738
2048,Morton,170,0.031872
2048,Tiled,170,0.010054
2048,RowMajor,171,0.006274
2048,ColMajor,171,0.202584
2048,NumpyStrided,171,0.007762
2048,Morton,171,0.028905
2048,Tiled,171,0.010382
2048,RowMajor,172,0.007115
2048,ColMajor,172,0.204605
2048,NumpyStrided,172,0.010467
2048,Morton,172,0.030222
2048,Tiled,172,0.011086
2048,RowMajor,173,0.006145
2048,ColMajor,173,0.233824
2048,NumpyStrided,173,0.008239
2048,Morton,173,0.035626
2048,Tiled,173,0.015068
2048,RowMajor,174,0.009323
2048,ColMajor,174,0.198029
2048,NumpyStrided,174,0.007552
2048,Morton,174,0.042131
2048,Tiled,174,0.013628
2048,RowMajor,175,0.006245
2048,ColMajor,175,0.193159
2048,NumpyStrided,175,0.008072
2048,Morton,175,0.039793
2048,Tiled,175,0.009977
2048,RowMajor,176,0.007088
2048,ColMajor,176,0.197577
2048,NumpyStrided,176,0.010188
2048,Morton,176,0.037853
2048,Tiled,176,0.009912
2048,RowMajor,177,0.006447
2048,ColMajor,177,0.207010
2048,NumpyStrided,177,0.008326
2048,Morton,177,0.031409
2048,Tiled,177,0.010887
2048,RowMajor,178,0.006263
2048,ColMajor,178,0.205007
2048,NumpyStrided,178,0.007601
2048,Morton,178,0.034536
2048,Tiled,178,0.013856
2048,RowMajor,179,0.007533
2048,ColMajor,179,0.202240
2048,NumpyStrided,179,0.008119
2048,Morton,179,0.032000
2048,Tiled,179,0.009346
2048,RowMajor,180,0.006166
2048,ColMajor,180,0.210772
2048,NumpyStrided,180,0.009306
2048,Morton,180,0.030961
2048,Tiled,180,0.014238
2048,RowMajor,181,0.006937
2048,ColMajor,181,0.204699
2048,NumpyStrided,181,0.008126
2048,Morton,181,0.031059
2048,Tiled,181,0.008365
2048,RowMajor,182,0.007298
2048,ColMajor,182,0.205035
2048,NumpyStrided,182,0.008834
2048,Morton,182,0.031755
2048,Tiled,182,0.009577
2048,RowMajor,183,0.005994
2048,ColMajor,183,0.219544
2048,NumpyStrided,183,0.007619
2048,Morton,183,0.030740
2048,Tiled,183,0.010956
2048,RowMajor,184,0.006503
2048,ColMajor,184,0.200523
2048,NumpyStrided,184,0.008109
2048,Morton,184,0.029531
2048,Tiled,184,0.008556
2048,RowMajor,185,0.006362
2048,ColMajor,185,0.202686
2048,NumpyStrided,185,0.007630
2048,Morton,185,0.036012
2048,Tiled,185,0.011166
2048,RowMajor,186,0.006594
2048,ColMajor,186,0.203918
2048,NumpyStrided,186,0.007708
2048,Morton,186,0.033489
2048,Tiled,186,0.011172
2048,RowMajor,187,0.006331
2048,ColMajor,187,0.200907
2048,NumpyStrided,187,0.008990
2048,Morton,187,0.037751
2048,Tiled,187,0.014960
2048,RowMajor,188,0.010577
2048,ColMajor,188,0.197913
2048,NumpyStrided,188,0.009081
2048,Morton,188,0.036309
2048,Tiled,188,0.013031
2048,RowMajor,189,0.007415
2048,ColMajor,189,0.206297
2048,NumpyStrided,189,0.008598
2048,Morton,189,0.031659
2048,Tiled,189,0.010860
2048,RowMajor,190,0.006164
2048,ColMajor,190,0.215488
2048,NumpyStrided,190,0.008932
2048,Morton,190,0.039728
2048,Tiled,190,0.012820
2048,RowMajor,191,0.006483
2048,ColMajor,191,0.210185
2048,NumpyStrided,191,0.007697
2048,Morton,191,0.029078
2048,Tiled,191,0.009392
2048,RowMajor,192,0.006930
2048,ColMajor,192,0.198691
2048,NumpyStrided,192,0.009311
2048,Morton,192,0.028946
2048,Tiled,192,0.010570
2048,RowMajor,193,0.006070
2048,ColMajor,193,0.219419
2048,NumpyStrided,193,0.009674
2048,Morton,193,0.029895
2048,Tiled,193,0.009061
2048,RowMajor,194,0.007324
2048,ColMajor,194,0.203435
2048,NumpyStrided,194,0.007535
2048,Morton,194,0.047770
2048,Tiled,194,0.012330
2048,RowMajor,195,0.006653
2048,ColMajor,195,0.250670
2048,NumpyStrided,195,0.019233
2048,Morton,195,0.073016
2048,Tiled,195,0.012505
2048,RowMajor,196,0.006527
2048,ColMajor,196,0.239468
2048,NumpyStrided,196,0.009397
2048,Morton,196,0.038075
2048,Tiled,196,0.012664
2048,RowMajor,197,0.006371
2048,ColMajor,197,0.213242
2048,NumpyStrided,197,0.008868
2048,Morton,197,0.041308
2048,Tiled,197,0.010943
2048,RowMajor,198,0.006330
2048,ColMajor,198,0.195862
2048,NumpyStrided,198,0.007764
2048,Morton,198,0.029198
2048,Tiled,198,0.010595
2048,RowMajor,199,0.006712
2048,ColMajor,199,0.222289
2048,NumpyStrided,199,0.009389
2048,Morton,199,0.031685
2048,Tiled,199,0.009011
2048,RowMajor,200,0.007279
2048,ColMajor,200,0.202330
2048,NumpyStrided,200,0.007985
2048,Morton,200,0.042350
2048,Tiled,200,0.010304
